region;comuna;sscuenca_dga;cod_estacion;nombre_estacion;zona;altitud (m.s.n.m);temperatura (°C);humedad_relativa (%);presion_atmosferica (hPAS);direccion_viento (°);fuerza_viento (kt);precipitación (mm);radiacion (W/m²);anyo;fecha_hora
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.45;89.5;1016.275;287.25;5.85;3.2;;2008.0;2008-07-27 10:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.33;89.3;1015.85;289.5;5.65;3.2;;2008.0;2008-07-27 11:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.33;89.0;1015.9;295.25;4.875;3.2;;2008.0;2008-07-27 12:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.15;89.0;1016.375;282.5;4.325;3.2;;2008.0;2008-07-27 13:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.15;89.0;1017.025;290.75;3.475;3.2;;2008.0;2008-07-27 14:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.33;87.3;1017.525;312.25;3.9;0.8;;2008.0;2008-07-27 15:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.4;82.8;1017.95;307.75;6.05;0.0;;2008.0;2008-07-27 16:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.03;80.0;1018.0;311.0;6.95;0.0;;2008.0;2008-07-27 17:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.73;76.0;1017.575;316.75;7.475;0.0;;2008.0;2008-07-27 18:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;22.03;73.5;1017.125;319.5;7.95;0.0;;2008.0;2008-07-27 19:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.33;74.5;1016.575;322.25;7.8;0.0;;2008.0;2008-07-27 20:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.55;73.5;1016.05;329.0;7.8;0.0;;2008.0;2008-07-27 21:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.38;72.0;1015.95;335.5;7.725;0.0;;2008.0;2008-07-27 22:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.75;74.0;1016.225;329.25;7.25;0.0;;2008.0;2008-07-27 23:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.95;78.8;1016.475;330.5;6.05;0.0;;2008.0;2008-07-28 00:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.88;86.5;1016.775;14.0;3.325;0.0;;2008.0;2008-07-28 01:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.73;89.3;1017.225;99.5;3.975;0.6;;2008.0;2008-07-28 02:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.58;89.3;1017.375;20.5;3.275;1.2;;2008.0;2008-07-28 03:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.83;89.0;1017.825;18.0;2.775;1.6;;2008.0;2008-07-28 04:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.53;90.5;1017.85;107.0;3.75;1.6;;2008.0;2008-07-28 05:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.75;88.5;1017.925;102.25;4.475;2.0;;2008.0;2008-07-28 06:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.48;89.8;1017.65;23.25;3.05;2.4;;2008.0;2008-07-28 07:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.58;87.5;1017.375;15.0;4.275;2.4;;2008.0;2008-07-28 08:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.4;85.5;1017.125;20.5;2.925;2.4;;2008.0;2008-07-28 09:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.58;85.5;1017.05;8.5;3.925;2.4;;2008.0;2008-07-28 10:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.43;85.5;1016.525;100.25;3.7;2.4;;2008.0;2008-07-28 11:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.55;85.3;1016.725;9.75;3.85;2.4;;2008.0;2008-07-28 12:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.63;85.0;1017.05;12.25;5.125;2.4;;2008.0;2008-07-28 13:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.9;83.8;1017.6;11.0;5.775;2.4;;2008.0;2008-07-28 14:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.75;80.8;1018.375;268.0;6.75;0.6;;2008.0;2008-07-28 15:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.65;75.8;1018.525;338.5;9.5;0.0;;2008.0;2008-07-28 16:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.2;73.5;1018.9;337.75;10.25;0.0;;2008.0;2008-07-28 17:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.73;70.3;1018.5;341.5;11.2;0.0;;2008.0;2008-07-28 18:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.83;67.8;1017.65;330.5;11.975;0.0;;2008.0;2008-07-28 19:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.6;67.8;1016.925;331.0;11.55;0.0;;2008.0;2008-07-28 20:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.63;68.8;1016.775;337.5;10.675;0.0;;2008.0;2008-07-28 21:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.48;69.8;1016.65;336.0;10.275;0.0;;2008.0;2008-07-28 22:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.03;72.0;1017.0;331.0;9.575;0.0;;2008.0;2008-07-28 23:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.18;75.8;1017.0;326.25;8.65;0.0;;2008.0;2008-07-29 00:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.65;78.5;1017.35;347.25;8.175;0.0;;2008.0;2008-07-29 01:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.58;76.8;1018.0;340.0;8.125;0.0;;2008.0;2008-07-29 02:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.6;77.0;1018.575;334.5;8.6;0.0;;2008.0;2008-07-29 03:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.63;78.5;1019.05;329.25;7.6;0.0;;2008.0;2008-07-29 04:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.5;79.0;1019.075;336.25;7.775;0.0;;2008.0;2008-07-29 05:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.48;80.5;1019.025;328.25;7.275;0.0;;2008.0;2008-07-29 06:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.4;81.8;1018.875;322.25;7.225;0.0;;2008.0;2008-07-29 07:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.38;83.8;1018.475;319.25;6.775;0.0;;2008.0;2008-07-29 08:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.4;86.0;1017.9;323.0;6.35;0.0;;2008.0;2008-07-29 09:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.35;86.8;1017.45;332.25;6.8;0.0;;2008.0;2008-07-29 10:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.33;88.0;1017.3;329.0;7.15;0.0;;2008.0;2008-07-29 11:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.33;88.0;1017.5;325.25;6.975;0.0;;2008.0;2008-07-29 12:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.45;87.8;1018.175;326.5;7.65;0.0;;2008.0;2008-07-29 13:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.63;87.8;1019.125;319.75;7.4;0.0;;2008.0;2008-07-29 14:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.3;85.8;1019.775;319.5;7.5;0.0;;2008.0;2008-07-29 15:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.08;83.3;1020.375;318.75;8.7;0.0;;2008.0;2008-07-29 16:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.78;81.0;1020.675;318.25;8.675;0.0;;2008.0;2008-07-29 17:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;22.25;79.0;1020.125;323.25;8.225;0.0;;2008.0;2008-07-29 18:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;22.45;78.8;1019.475;334.5;8.7;0.0;;2008.0;2008-07-29 19:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;22.38;78.3;1018.85;336.0;8.875;0.0;;2008.0;2008-07-29 20:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;22.33;78.5;1018.55;328.5;8.525;0.0;;2008.0;2008-07-29 21:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;22.08;79.3;1018.9;327.75;7.55;0.0;;2008.0;2008-07-29 22:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.38;81.8;1018.95;327.5;6.825;0.0;;2008.0;2008-07-29 23:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.5;85.3;1019.15;338.5;5.85;0.0;;2008.0;2008-07-30 00:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.9;88.0;1019.65;338.25;5.325;0.0;;2008.0;2008-07-30 01:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.43;87.5;1020.175;353.5;4.75;0.0;;2008.0;2008-07-30 02:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.33;88.5;1020.775;176.25;4.15;0.0;;2008.0;2008-07-30 03:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.35;89.0;1021.175;352.5;4.575;0.0;;2008.0;2008-07-30 04:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.15;89.8;1021.125;356.5;5.15;0.0;;2008.0;2008-07-30 05:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.0;89.8;1021.1;183.75;4.45;0.0;;2008.0;2008-07-30 06:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.98;90.0;1021.0;350.0;5.075;1.2;;2008.0;2008-07-30 07:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.93;88.8;1020.65;106.0;3.875;1.6;;2008.0;2008-07-30 08:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.23;88.8;1020.55;266.5;3.625;1.6;;2008.0;2008-07-30 09:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.9;87.5;1020.55;181.5;3.325;1.6;;2008.0;2008-07-30 10:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.93;86.0;1020.45;98.5;2.725;1.6;;2008.0;2008-07-30 11:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.03;84.5;1020.45;96.75;3.95;1.6;;2008.0;2008-07-30 12:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.08;87.8;1020.725;47.25;2.875;1.6;;2008.0;2008-07-30 13:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;17.88;87.8;1021.075;67.75;3.35;1.6;;2008.0;2008-07-30 14:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.3;84.3;1021.55;112.0;4.25;0.4;;2008.0;2008-07-30 15:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.73;79.8;1021.95;340.25;6.925;0.0;;2008.0;2008-07-30 16:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.65;77.3;1022.05;328.25;8.05;0.0;;2008.0;2008-07-30 17:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.65;78.0;1021.975;328.5;8.575;0.0;;2008.0;2008-07-30 18:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.93;74.3;1021.525;325.0;7.575;0.0;;2008.0;2008-07-30 19:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.95;76.0;1020.7;318.75;7.575;0.0;;2008.0;2008-07-30 20:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;22.05;75.3;1020.175;343.25;7.9;0.0;;2008.0;2008-07-30 21:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.93;72.5;1020.0;325.75;9.075;0.0;;2008.0;2008-07-30 22:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.45;72.5;1019.925;329.0;8.675;0.0;;2008.0;2008-07-30 23:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.6;74.0;1020.175;3.25;7.375;0.0;;2008.0;2008-07-31 00:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.25;80.8;1020.6;38.75;4.2;0.0;;2008.0;2008-07-31 01:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.78;82.5;1021.275;35.25;4.675;0.0;;2008.0;2008-07-31 02:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.25;82.3;1021.925;55.5;3.7;0.0;;2008.0;2008-07-31 03:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;17.7;85.0;1022.125;74.75;4.325;0.0;;2008.0;2008-07-31 04:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;17.55;86.5;1022.4;72.75;3.625;0.0;;2008.0;2008-07-31 05:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;17.28;88.3;1022.275;72.0;4.0;0.0;;2008.0;2008-07-31 06:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;17.58;88.0;1021.9;72.5;3.35;0.0;;2008.0;2008-07-31 07:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;17.55;88.3;1021.475;68.75;3.475;0.0;;2008.0;2008-07-31 08:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;17.7;88.8;1020.8;45.0;4.15;0.0;;2008.0;2008-07-31 09:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.23;89.0;1020.45;45.25;4.425;0.6;;2008.0;2008-07-31 10:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.28;88.5;1020.125;24.5;4.925;0.8;;2008.0;2008-07-31 11:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.13;90.0;1020.15;28.75;2.45;0.8;;2008.0;2008-07-31 12:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.28;88.0;1020.4;109.75;5.225;0.8;;2008.0;2008-07-31 13:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.33;84.0;1020.775;38.5;6.125;0.8;;2008.0;2008-07-31 14:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.68;76.0;1021.35;112.0;5.325;0.2;;2008.0;2008-07-31 15:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.68;65.5;1022.025;4.0;7.4;0.0;;2008.0;2008-07-31 16:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.78;63.0;1022.425;92.75;9.175;0.0;;2008.0;2008-07-31 17:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;22.48;59.5;1022.025;263.0;8.575;0.0;;2008.0;2008-07-31 18:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;22.25;65.5;1021.55;346.0;9.4;0.0;;2008.0;2008-07-31 19:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;22.1;64.0;1020.7;325.5;10.425;0.0;;2008.0;2008-07-31 20:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;22.4;60.5;1020.075;337.0;8.7;0.0;;2008.0;2008-07-31 21:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;22.03;60.5;1019.9;270.75;9.05;0.0;;2008.0;2008-07-31 22:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.28;68.0;1020.05;98.0;8.15;0.0;;2008.0;2008-07-31 23:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.1;70.5;1020.2;13.25;6.575;0.0;;2008.0;2008-08-01 00:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.28;78.5;1020.7;101.5;5.65;0.0;;2008.0;2008-08-01 01:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.38;82.5;1021.3;42.75;4.375;0.0;;2008.0;2008-08-01 02:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.7;81.0;1021.65;22.75;4.975;0.0;;2008.0;2008-08-01 03:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.65;80.5;1022.025;15.5;5.4;0.0;;2008.0;2008-08-01 04:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.5;81.0;1022.0;35.25;5.25;0.0;;2008.0;2008-08-01 05:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.63;81.3;1021.9;35.25;5.625;0.0;;2008.0;2008-08-01 06:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.08;83.0;1021.875;53.25;3.85;0.0;;2008.0;2008-08-01 07:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;17.5;87.8;1021.6;60.75;2.9;0.8;;2008.0;2008-08-01 08:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;17.05;88.3;1021.125;66.25;3.375;0.8;;2008.0;2008-08-01 09:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;17.9;88.5;1020.925;26.0;3.15;0.8;;2008.0;2008-08-01 10:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.0;88.5;1020.475;19.75;3.8;0.8;;2008.0;2008-08-01 11:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;17.6;89.8;1020.325;51.5;2.85;0.8;;2008.0;2008-08-01 12:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;17.33;90.5;1020.675;73.75;3.475;0.8;;2008.0;2008-08-01 13:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;17.38;90.0;1021.175;50.75;3.75;0.8;;2008.0;2008-08-01 14:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.25;85.5;1021.8;23.5;4.95;0.2;;2008.0;2008-08-01 15:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.1;77.0;1022.1;95.25;6.475;0.0;;2008.0;2008-08-01 16:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.93;75.3;1022.35;334.5;6.65;0.6;;2008.0;2008-08-01 17:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.5;77.5;1022.125;245.25;7.1;0.8;;2008.0;2008-08-01 18:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.15;78.0;1021.85;167.5;6.9;0.8;;2008.0;2008-08-01 19:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.65;76.5;1021.175;330.25;8.65;0.8;;2008.0;2008-08-01 20:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.93;76.0;1020.625;319.5;8.425;0.8;;2008.0;2008-08-01 21:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;22.38;73.0;1020.475;320.0;8.125;0.8;;2008.0;2008-08-01 22:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;21.7;72.0;1020.6;336.25;7.05;0.8;;2008.0;2008-08-01 23:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;20.83;75.5;1020.8;183.75;6.075;0.8;;2008.0;2008-08-02 00:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.43;82.5;1020.925;38.25;4.775;0.8;;2008.0;2008-08-02 01:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.1;84.5;1021.325;41.5;4.975;0.8;;2008.0;2008-08-02 02:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.05;85.5;1021.525;43.5;5.65;0.8;;2008.0;2008-08-02 03:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.75;86.0;1021.875;42.25;4.0;0.8;;2008.0;2008-08-02 04:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;18.93;87.0;1022.1;50.75;3.025;0.8;;2008.0;2008-08-02 05:00:00
Valparaíso;Isla de Pascua;Isla de Pascua;270001;Mataveri  Isla de Pascua Ap.;Litoral;44;19.33;86.3;1022.075;49.0;3.375;0.8;;2008.0;2008-08-02 06:00:00
