region;comuna;sscuenca_dga;cod_estacion;nombre_estacion;zona;altitud (m.s.n.m);temperatura (°C);humedad_relativa (%);presion_atmosferica (hPAS);direccion_viento (°);fuerza_viento (kt);precipitación (mm);radiacion (W/m²);anyo;fecha_hora
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.625;0.0;0.0;0.0;;2006.0;2006-08-06 06:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.5;0.0;0.0;0.0;;2006.0;2006-08-06 07:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.1;0.0;0.0;0.0;;2006.0;2006-08-06 08:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.275;0.0;0.0;0.0;;2006.0;2006-08-06 09:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.7;0.0;0.0;0.0;;2006.0;2006-08-06 10:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.9;66.0;1010.475;0.0;0.0;0.0;;2006.0;2006-08-06 11:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.0;66.5;1011.1;0.0;0.0;0.0;;2006.0;2006-08-06 12:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.18;66.8;1011.5;0.0;0.0;0.0;;2006.0;2006-08-06 13:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.55;65.8;1011.7;0.0;0.0;0.0;;2006.0;2006-08-06 14:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.95;64.0;1011.575;0.0;0.0;0.0;;2006.0;2006-08-06 15:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.225;0.0;0.0;0.0;;2006.0;2006-08-06 16:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.825;0.0;0.0;0.0;;2006.0;2006-08-06 17:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.6;0.0;0.0;0.0;;2006.0;2006-08-06 18:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.45;0.0;0.0;0.0;;2006.0;2006-08-06 19:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.425;0.0;0.0;0.0;;2006.0;2006-08-06 20:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.85;0.0;0.0;0.0;;2006.0;2006-08-06 21:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.05;68.0;1011.675;0.0;0.0;0.0;;2006.0;2006-08-06 22:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.9;69.3;1012.15;0.0;0.0;0.0;;2006.0;2006-08-06 23:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.85;69.8;1012.35;0.0;0.0;0.0;;2006.0;2006-08-07 00:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.8;70.5;1012.475;0.0;0.0;0.0;;2006.0;2006-08-07 01:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.78;71.5;1012.475;0.0;0.0;0.0;;2006.0;2006-08-07 02:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.8;72.5;1012.375;0.0;0.0;0.0;;2006.0;2006-08-07 03:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1012.1;0.0;0.0;0.0;;2006.0;2006-08-07 04:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.8;0.0;0.0;0.0;;2006.0;2006-08-07 05:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.375;0.0;0.0;0.0;;2006.0;2006-08-07 06:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.725;0.0;0.0;0.0;;2006.0;2006-08-07 07:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.3;0.0;0.0;0.0;;2006.0;2006-08-07 08:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.175;0.0;0.0;0.0;;2006.0;2006-08-07 09:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.225;0.0;0.0;0.0;;2006.0;2006-08-07 10:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.53;63.5;1010.525;0.0;0.0;0.0;;2006.0;2006-08-07 11:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.78;62.0;1010.475;0.0;0.0;0.0;;2006.0;2006-08-07 12:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.63;59.0;1010.475;0.0;0.0;0.0;;2006.0;2006-08-07 13:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.6;0.0;0.0;0.0;;2006.0;2006-08-07 14:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.25;0.0;0.0;0.0;;2006.0;2006-08-07 15:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.7;0.0;0.0;0.0;;2006.0;2006-08-07 16:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.075;0.0;0.0;0.0;;2006.0;2006-08-07 17:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1008.2;0.0;0.0;0.0;;2006.0;2006-08-07 18:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1007.575;0.0;0.0;0.0;;2006.0;2006-08-07 19:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1007.575;0.0;0.0;0.0;;2006.0;2006-08-07 20:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1008.125;0.0;0.0;0.0;;2006.0;2006-08-07 21:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.23;67.8;1008.825;0.0;0.0;0.0;;2006.0;2006-08-07 22:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.0;69.8;1009.625;0.0;0.0;0.0;;2006.0;2006-08-07 23:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.08;69.8;1010.375;0.0;0.0;0.0;;2006.0;2006-08-08 00:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.15;69.3;1011.0;0.0;0.0;0.0;;2006.0;2006-08-08 01:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.13;68.8;1011.275;0.0;0.0;0.0;;2006.0;2006-08-08 02:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.03;71.0;1011.3;0.0;0.0;0.0;;2006.0;2006-08-08 03:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.0;69.8;1011.175;0.0;0.0;0.0;;2006.0;2006-08-08 04:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.075;0.0;0.0;0.0;;2006.0;2006-08-08 05:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.6;0.0;0.0;0.0;;2006.0;2006-08-08 06:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.925;0.0;0.0;0.0;;2006.0;2006-08-08 07:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.45;0.0;0.0;0.0;;2006.0;2006-08-08 08:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.175;0.0;0.0;0.0;;2006.0;2006-08-08 09:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.55;0.0;0.0;0.0;;2006.0;2006-08-08 10:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.78;67.3;1009.925;0.0;0.0;0.0;;2006.0;2006-08-08 11:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.93;66.0;1010.3;0.0;0.0;0.0;;2006.0;2006-08-08 12:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.2;63.5;1011.175;0.0;0.0;0.0;;2006.0;2006-08-08 13:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.5;63.5;1012.075;0.0;0.0;0.0;;2006.0;2006-08-08 14:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.83;63.3;1012.3;0.0;0.0;0.0;;2006.0;2006-08-08 15:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.95;63.5;1012.125;0.0;0.0;0.0;;2006.0;2006-08-08 16:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.675;0.0;0.0;0.0;;2006.0;2006-08-08 17:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.167;0.0;0.0;0.0;;2006.0;2006-08-08 18:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.47;67.0;1011.533;0.0;0.0;0.0;;2006.0;2006-08-08 21:15:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.28;68.5;1012.0;0.0;0.0;0.0;;2006.0;2006-08-08 22:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.15;69.0;1012.775;0.0;0.0;0.0;;2006.0;2006-08-08 23:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.13;70.0;1013.55;0.0;0.0;0.0;;2006.0;2006-08-09 00:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.1;69.8;1014.05;0.0;0.0;0.0;;2006.0;2006-08-09 01:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.18;69.5;1014.375;0.0;0.0;0.0;;2006.0;2006-08-09 02:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.15;70.3;1014.875;0.0;0.0;0.0;;2006.0;2006-08-09 03:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.18;69.5;1014.95;0.0;0.0;0.0;;2006.0;2006-08-09 04:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.28;67.8;1014.775;0.0;0.0;0.0;;2006.0;2006-08-09 05:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1013.95;0.0;0.0;0.0;;2006.0;2006-08-09 06:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1012.325;0.0;0.0;0.0;;2006.0;2006-08-09 07:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.0;0.0;0.0;0.0;;2006.0;2006-08-09 08:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.2;0.0;0.0;0.0;;2006.0;2006-08-09 09:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.525;0.0;0.0;0.0;;2006.0;2006-08-09 10:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.85;70.8;1011.7;0.0;0.0;0.0;;2006.0;2006-08-09 11:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.05;71.3;1011.875;0.0;0.0;0.0;;2006.0;2006-08-09 12:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.23;70.3;1012.25;0.0;0.0;0.0;;2006.0;2006-08-09 13:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.5;66.8;1012.575;0.0;0.0;0.0;;2006.0;2006-08-09 14:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.58;66.5;1012.5;0.0;0.0;0.0;;2006.0;2006-08-09 15:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1012.275;0.0;0.0;0.0;;2006.0;2006-08-09 16:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.575;0.0;0.0;0.0;;2006.0;2006-08-09 17:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.7;0.0;0.0;0.0;;2006.0;2006-08-09 18:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.05;0.0;0.0;0.0;;2006.0;2006-08-09 19:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.875;0.0;0.0;0.0;;2006.0;2006-08-09 20:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.55;0.0;0.0;0.0;;2006.0;2006-08-09 21:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.375;0.0;0.0;0.0;;2006.0;2006-08-09 22:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.35;0.0;0.0;0.0;;2006.0;2006-08-09 23:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.7;0.0;0.0;0.0;;2006.0;2006-08-10 00:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;13.75;68.3;1010.25;0.0;0.0;0.0;;2006.0;2006-08-10 01:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;13.13;71.8;1010.725;0.0;0.0;0.0;;2006.0;2006-08-10 02:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;13.08;72.3;1011.125;0.0;0.0;0.0;;2006.0;2006-08-10 03:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.03;72.5;1011.075;0.0;0.0;0.0;;2006.0;2006-08-10 04:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.6;0.0;0.0;0.0;;2006.0;2006-08-10 05:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.225;0.0;0.0;0.0;;2006.0;2006-08-10 06:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.625;0.0;0.0;0.0;;2006.0;2006-08-10 07:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.425;0.0;0.0;0.0;;2006.0;2006-08-10 08:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.275;0.0;0.0;0.0;;2006.0;2006-08-10 09:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.625;0.0;0.0;0.0;;2006.0;2006-08-10 10:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.38;69.0;1010.3;0.0;0.0;0.0;;2006.0;2006-08-10 11:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.33;68.5;1011.025;0.0;0.0;0.0;;2006.0;2006-08-10 12:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;15.85;68.5;1011.475;0.0;0.0;0.0;;2006.0;2006-08-10 13:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.48;68.3;1011.525;0.0;0.0;0.0;;2006.0;2006-08-10 14:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.05;66.0;1011.5;0.0;0.0;0.0;;2006.0;2006-08-10 15:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.2;0.0;0.0;0.0;;2006.0;2006-08-10 16:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.425;0.0;0.0;0.0;;2006.0;2006-08-10 17:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.725;0.0;0.0;0.0;;2006.0;2006-08-10 18:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.425;0.0;0.0;0.0;;2006.0;2006-08-10 19:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.525;0.0;0.0;0.0;;2006.0;2006-08-10 20:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.975;0.0;0.0;0.0;;2006.0;2006-08-10 21:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.63;71.8;1010.425;0.0;0.0;0.0;;2006.0;2006-08-10 22:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.53;71.3;1010.525;0.0;0.0;0.0;;2006.0;2006-08-10 23:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.53;71.0;1010.95;0.0;0.0;0.0;;2006.0;2006-08-11 00:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.58;71.0;1011.675;0.0;0.0;0.0;;2006.0;2006-08-11 01:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.6;70.8;1012.175;0.0;0.0;0.0;;2006.0;2006-08-11 02:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.6;69.0;1012.225;0.0;0.0;0.0;;2006.0;2006-08-11 03:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.55;69.8;1012.175;0.0;0.0;0.0;;2006.0;2006-08-11 04:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1012.0;0.0;0.0;0.0;;2006.0;2006-08-11 05:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1011.475;0.0;0.0;0.0;;2006.0;2006-08-11 06:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.875;0.0;0.0;0.0;;2006.0;2006-08-11 07:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.7;0.0;0.0;0.0;;2006.0;2006-08-11 08:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.55;0.0;0.0;0.0;;2006.0;2006-08-11 09:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.625;0.0;0.0;0.0;;2006.0;2006-08-11 10:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.525;0.0;0.0;0.0;;2006.0;2006-08-11 11:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.38;64.8;1010.7;0.0;0.0;0.0;;2006.0;2006-08-11 12:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.68;64.3;1011.05;0.0;0.0;0.0;;2006.0;2006-08-11 13:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.33;62.3;1011.35;0.0;0.0;0.0;;2006.0;2006-08-11 14:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;17.63;60.5;1011.0;0.0;0.0;0.0;;2006.0;2006-08-11 15:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.625;0.0;0.0;0.0;;2006.0;2006-08-11 16:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.275;0.0;0.0;0.0;;2006.0;2006-08-11 17:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.75;0.0;0.0;0.0;;2006.0;2006-08-11 18:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.4;0.0;0.0;0.0;;2006.0;2006-08-11 19:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.075;0.0;0.0;0.0;;2006.0;2006-08-11 20:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.325;0.0;0.0;0.0;;2006.0;2006-08-11 21:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.85;64.0;1009.65;0.0;0.0;0.0;;2006.0;2006-08-11 22:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.5;65.0;1010.15;0.0;0.0;0.0;;2006.0;2006-08-11 23:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.5;66.8;1010.675;0.0;0.0;0.0;;2006.0;2006-08-12 00:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.6;67.0;1011.1;0.0;0.0;0.0;;2006.0;2006-08-12 01:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;16.55;66.8;1011.175;0.0;0.0;0.0;;2006.0;2006-08-12 02:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.85;0.0;0.0;0.0;;2006.0;2006-08-12 03:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1010.45;0.0;0.0;0.0;;2006.0;2006-08-12 04:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.975;0.0;0.0;0.0;;2006.0;2006-08-12 05:00:00
Arica y Parinacota;Arica;Quebradas Escritos y de La Concordia;180005;Chacalluta, Arica Ap.;Litoral;50;;;1009.7;0.0;0.0;0.0;;2006.0;2006-08-12 06:00:00
